year,Season_type,PLAYER_ID,RANK,PLAYER,TEAM_ID,TEAM,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,EFF,AST_TOV,STL_TOV
2013-14,Playoffs,2419,145,Tayshaun Prince,1610612763,MEM,7,113,10,26,0.385,1,4,0.25,0,0,0.0,4,6,10,6,1,0,1,8,21,21,6.0,1.0
2013-14,Playoffs,203109,146,Jae Crowder,1610612742,DAL,7,81,8,18,0.444,3,7,0.429,0,0,0.0,4,8,12,2,2,1,3,13,19,23,0.67,0.67
2013-14,Playoffs,201949,146,James Johnson,1610612763,MEM,3,28,5,15,0.333,2,5,0.4,7,10,0.7,4,2,6,0,1,0,0,3,19,13,0.0,0.0
2013-14,Playoffs,2446,146,Rasual Butler,1610612754,IND,11,70,6,15,0.4,5,12,0.417,2,2,1.0,0,6,6,1,1,1,1,3,19,18,1.0,1.0
2013-14,Playoffs,201585,149,Kosta Koufos,1610612763,MEM,7,45,7,16,0.438,0,0,0.0,4,4,1.0,7,8,15,2,2,3,3,7,18,28,0.67,0.67
2013-14,Playoffs,1733,150,Al Harrington,1610612764,WAS,7,59,6,15,0.4,0,7,0.0,5,7,0.714,1,15,16,0,3,0,4,14,17,21,0.0,0.75
2013-14,Playoffs,201965,150,Jeff Ayres,1610612759,SAS,17,65,6,13,0.462,0,0,0.0,5,8,0.625,6,13,19,5,0,0,1,6,17,30,5.0,0.0
2013-14,Playoffs,203103,150,Perry Jones III,1610612760,OKC,11,55,7,18,0.389,3,10,0.3,0,0,0.0,3,6,9,1,0,1,1,9,17,16,1.0,0.0
2013-14,Playoffs,2045,153,Hedo Turkoglu,1610612746,LAC,5,41,6,13,0.462,4,10,0.4,0,0,0.0,0,5,5,1,3,0,0,3,16,18,0.0,0.0
2013-14,Playoffs,2422,154,John Salmons,1610612761,TOR,6,77,5,17,0.294,2,12,0.167,1,1,1.0,0,6,6,5,2,0,1,9,13,13,5.0,2.0
2013-14,Playoffs,201563,155,Michael Beasley,1610612748,MIA,4,23,5,10,0.5,0,0,0.0,1,3,0.333,2,2,4,2,0,0,1,3,11,9,2.0,0.0
2013-14,Playoffs,2581,155,Steve Blake,1610612744,GSW,6,45,4,12,0.333,3,10,0.3,0,1,0.0,1,3,4,2,0,0,2,2,11,6,1.0,0.0
2013-14,Playoffs,2557,157,Luke Ridnour,1610612766,CHA,4,36,4,13,0.308,2,6,0.333,0,0,0.0,0,4,4,12,0,1,4,1,10,14,3.0,0.0
2013-14,Playoffs,201962,157,Toney Douglas,1610612748,MIA,10,29,3,9,0.333,3,6,0.5,1,2,0.5,1,3,4,5,0,0,1,3,10,11,5.0,0.0
2013-14,Playoffs,201162,159,Jared Dudley,1610612746,LAC,7,45,3,11,0.273,3,6,0.5,0,0,0.0,0,6,6,2,1,0,0,5,9,10,0.0,0.0
2013-14,Playoffs,202720,159,Jon Leuer,1610612763,MEM,3,23,3,7,0.429,1,2,0.5,2,2,1.0,2,6,8,2,1,0,0,2,9,16,0.0,0.0
2013-14,Playoffs,202687,161,Bismack Biyombo,1610612766,CHA,3,48,3,5,0.6,0,0,0.0,2,6,0.333,5,6,11,1,0,2,0,4,8,16,0.0,0.0
2013-14,Playoffs,203469,161,Cody Zeller,1610612766,CHA,4,53,3,9,0.333,0,0,0.0,2,4,0.5,5,4,9,2,0,3,2,3,8,12,1.0,0.0
2013-14,Playoffs,1882,161,Elton Brand,1610612737,ATL,7,81,2,12,0.167,0,0,0.0,4,5,0.8,7,16,23,6,1,6,0,10,8,33,0.0,0.0
2013-14,Playoffs,200756,161,Hilton Armstrong,1610612744,GSW,7,17,4,8,0.5,0,1,0.0,0,2,0.0,3,1,4,2,0,2,4,6,8,6,0.5,0.0
2013-14,Playoffs,201961,161,Wayne Ellington,1610612742,DAL,2,14,2,6,0.333,2,6,0.333,2,2,1.0,0,2,2,2,0,0,2,1,8,6,1.0,0.0
2013-14,Playoffs,202388,166,Donald Sloan,1610612754,IND,4,15,2,7,0.286,1,4,0.25,2,4,0.5,0,1,1,3,1,0,2,0,7,3,1.5,0.5
2013-14,Playoffs,101128,166,Francisco Garcia,1610612745,HOU,2,22,2,6,0.333,0,3,0.0,3,4,0.75,1,1,2,0,0,0,0,3,7,4,0.0,0.0
2013-14,Playoffs,201946,166,Tyler Hansbrough,1610612761,TOR,3,29,1,3,0.333,0,0,0.0,5,6,0.833,2,4,6,1,0,0,2,8,7,9,0.5,0.0
2013-14,Playoffs,201229,169,Anthony Tolliver,1610612766,CHA,4,21,1,2,0.5,1,2,0.5,3,3,1.0,1,3,4,1,0,0,0,2,6,10,0.0,0.0
2013-14,Playoffs,101236,169,Chuck Hayes,1610612761,TOR,5,38,2,8,0.25,0,0,0.0,2,2,1.0,4,4,8,2,3,0,1,5,6,12,2.0,3.0
2013-14,Playoffs,202334,169,Ed Davis,1610612763,MEM,7,25,3,10,0.3,0,0,0.0,0,1,0.0,8,7,15,0,1,3,2,2,6,15,0.0,0.5
2013-14,Playoffs,203471,172,Dennis Schroder,1610612737,ATL,2,7,2,2,1.0,1,1,1.0,0,0,0.0,0,2,2,0,0,0,0,1,5,7,0.0,0.0
2013-14,Playoffs,202066,172,Garrett Temple,1610612764,WAS,10,9,2,2,1.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,1,5,5,4,0.0,0.0
2013-14,Playoffs,2584,172,Willie Green,1610612746,LAC,5,19,1,5,0.2,1,4,0.25,2,2,1.0,0,7,7,1,3,0,1,3,5,11,1.0,3.0
2013-14,Playoffs,203468,175,CJ McCollum,1610612757,POR,6,24,1,11,0.091,0,5,0.0,2,2,1.0,0,1,1,0,0,0,1,2,4,-6,0.0,0.0
2013-14,Playoffs,201858,175,Cartier Martin,1610612737,ATL,3,15,2,3,0.667,0,0,0.0,0,0,0.0,1,2,3,0,2,0,1,2,4,7,0.0,2.0
2013-14,Playoffs,202730,175,Lavoy Allen,1610612754,IND,4,15,2,4,0.5,0,0,0.0,0,0,0.0,1,4,5,1,0,0,0,1,4,8,0.0,0.0
2013-14,Playoffs,203503,175,Tony Snell,1610612741,CHI,5,46,2,9,0.222,0,5,0.0,0,0,0.0,0,6,6,2,1,1,1,5,4,6,2.0,1.0
2013-14,Playoffs,200797,179,Ryan Hollins,1610612746,LAC,5,9,1,4,0.25,0,0,0.0,1,1,1.0,1,2,3,0,0,0,1,3,3,2,0.0,0.0
2013-14,Playoffs,203268,180,Jorge Gutierrez,1610612751,BKN,2,3,0,0,0.0,0,0,0.0,2,4,0.5,1,0,1,0,0,0,0,0,2,1,0.0,0.0
2013-14,Playoffs,203490,180,Otto Porter Jr.,1610612764,WAS,3,6,1,3,0.333,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0.0,0.0
2013-14,Playoffs,203493,180,Reggie Bullock Jr.,1610612746,LAC,2,5,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,2,3,0.0,0.0
2013-14,Playoffs,203479,183,Jamaal Franklin,1610612763,MEM,2,4,0,2,0.0,0,0,0.0,1,2,0.5,0,1,1,0,0,0,0,0,1,-1,0.0,0.0
2013-14,Playoffs,200777,183,Joel Freeland,1610612757,POR,9,24,0,3,0.0,0,0,0.0,1,2,0.5,4,4,8,1,1,1,4,7,1,4,0.25,0.25
2013-14,Playoffs,203460,185,Andre Roberson,1610612760,OKC,2,9,0,3,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,0,0,-1,0.0,0.0
2013-14,Playoffs,201948,185,Austin Daye,1610612759,SAS,1,6,0,2,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-1,0.0,0.0
2013-14,Playoffs,203108,185,Bernard James,1610612742,DAL,2,8,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,1,0,0,0,0,2,0.0,0.0
2013-14,Playoffs,201591,185,DJ White,1610612766,CHA,1,3,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,1,0,0,1,0.0,0.0
2013-14,Playoffs,2248,185,Earl Watson,1610612757,POR,4,14,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,1,0,0,1,1,0,0,1.0,0.0
2013-14,Playoffs,201141,185,Greg Oden,1610612748,MIA,3,7,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,1,0,0,2,0,3,0.0,0.0
2013-14,Playoffs,201934,185,Hasheem Thabeet,1610612760,OKC,2,7,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,4,0,0,0.0,0.0
2013-14,Playoffs,2457,185,Jannero Pargo,1610612766,CHA,1,3,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,1,0,0,1,1.0,0.0
2013-14,Playoffs,202338,185,Kevin Seraphin,1610612764,WAS,4,6,0,3,0.0,0,0,0.0,0,0,0.0,1,1,2,0,0,0,1,1,0,-2,0.0,0.0
2013-14,Playoffs,202361,185,Landry Fields,1610612761,TOR,3,26,0,2,0.0,0,0,0.0,0,0,0.0,2,5,7,1,4,1,1,2,0,10,1.0,4.0
2013-14,Playoffs,203086,185,Meyers Leonard,1610612757,POR,4,9,0,2,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,1,0,0,0.0,0.0
2013-14,Playoffs,203488,185,Mike Muscala,1610612737,ATL,2,5,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2,0.0,0.0
2013-14,Playoffs,201986,185,Nando De Colo,1610612761,TOR,1,4,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,2,0,1,0.0,0.0
2013-14,Playoffs,1737,185,Nazr Mohammed,1610612741,CHI,2,5,0,1,0.0,0,0,0.0,0,0,0.0,1,1,2,0,0,0,0,3,0,1,0.0,0.0
2013-14,Playoffs,203136,185,Ognjen Kuzmic,1610612744,GSW,3,8,0,0,0.0,0,0,0.0,0,0,0.0,1,3,4,0,0,0,0,2,0,4,0.0,0.0
2013-14,Playoffs,203499,185,Shane Larkin,1610612742,DAL,2,10,0,3,0.0,0,1,0.0,0,0,0.0,0,1,1,2,0,0,1,0,0,-1,2.0,0.0
2013-14,Playoffs,203524,185,Solomon Hill,1610612754,IND,1,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2013-14,Playoffs,200779,185,Steve Novak,1610612761,TOR,4,15,0,3,0.0,0,3,0.0,0,0,0.0,0,5,5,1,0,0,0,0,0,3,0.0,0.0
2013-14,Playoffs,201964,185,Victor Claver,1610612757,POR,2,7,0,0,0.0,0,0,0.0,0,4,0.0,0,5,5,0,0,0,1,0,0,0,0.0,0.0
2014-15,Regular%20Season,201935,1,James Harden,1610612745,HOU,81,2981,647,1470,0.44,208,555,0.375,715,824,0.868,75,384,459,565,154,60,321,208,2217,2202,1.76,0.48
2014-15,Regular%20Season,201939,2,Stephen Curry,1610612744,GSW,80,2613,653,1341,0.487,286,646,0.443,308,337,0.914,56,285,341,619,163,16,249,158,1900,2073,2.49,0.66
2014-15,Regular%20Season,201566,3,Russell Westbrook,1610612760,OKC,67,2302,627,1471,0.426,86,288,0.299,546,654,0.835,124,364,488,574,140,14,293,184,1886,1857,1.96,0.48
2014-15,Regular%20Season,2544,4,LeBron James,1610612739,CLE,69,2493,624,1279,0.488,120,339,0.354,375,528,0.71,51,365,416,511,109,49,272,135,1743,1748,1.88,0.4
2014-15,Regular%20Season,203081,5,Damian Lillard,1610612757,POR,82,2925,590,1360,0.434,196,572,0.343,344,398,0.864,49,329,378,507,97,21,222,164,1720,1677,2.28,0.44
2014-15,Regular%20Season,202691,6,Klay Thompson,1610612744,GSW,77,2455,602,1299,0.463,239,545,0.439,225,256,0.879,27,220,247,222,87,60,149,122,1668,1407,1.49,0.58
2014-15,Regular%20Season,200746,7,LaMarcus Aldridge,1610612757,POR,71,2512,659,1415,0.466,37,105,0.352,306,362,0.845,177,549,726,124,48,68,122,125,1661,1693,1.02,0.39
2014-15,Regular%20Season,203076,8,Anthony Davis,1610612740,NOP,68,2455,642,1199,0.535,1,12,0.083,371,461,0.805,173,523,696,149,100,200,95,141,1656,2059,1.57,1.05
2014-15,Regular%20Season,202681,9,Kyrie Irving,1610612739,CLE,75,2730,578,1235,0.468,157,378,0.415,315,365,0.863,55,182,237,389,114,20,186,146,1628,1495,2.09,0.61
2014-15,Regular%20Season,101108,10,Chris Paul,1610612746,LAC,82,2857,568,1170,0.485,139,349,0.398,289,321,0.9,52,324,376,838,156,15,190,203,1564,2125,4.41,0.82
2014-15,Regular%20Season,101145,11,Monta Ellis,1610612742,DAL,80,2699,602,1354,0.445,81,284,0.285,228,303,0.752,34,156,190,329,148,25,198,197,1513,1180,1.66,0.75
2014-15,Regular%20Season,201933,12,Blake Griffin,1610612746,LAC,67,2356,574,1144,0.502,10,25,0.4,311,427,0.728,126,382,508,354,63,35,152,196,1469,1591,2.33,0.41
2014-15,Regular%20Season,202330,13,Gordon Hayward,1610612762,UTA,76,2618,484,1087,0.445,120,330,0.364,375,462,0.812,54,319,373,313,108,30,206,131,1463,1391,1.52,0.52
2014-15,Regular%20Season,2200,14,Pau Gasol,1610612741,CHI,78,2681,570,1153,0.494,12,26,0.462,294,366,0.803,220,699,919,210,25,147,158,147,1446,1934,1.33,0.16
2014-15,Regular%20Season,200752,15,Rudy Gay,1610612758,SAC,68,2408,508,1116,0.455,79,220,0.359,337,393,0.858,98,301,399,250,71,41,183,157,1432,1346,1.37,0.39
2014-15,Regular%20Season,202696,16,Nikola Vucevic,1610612753,ORL,74,2529,631,1206,0.523,2,6,0.333,164,218,0.752,238,572,810,147,54,54,148,220,1428,1716,0.99,0.36
2014-15,Regular%20Season,202326,17,DeMarcus Cousins,1610612758,SAC,59,2013,498,1066,0.467,2,8,0.25,423,541,0.782,185,562,747,210,90,103,254,241,1421,1631,0.83,0.35
2014-15,Regular%20Season,201188,18,Marc Gasol,1610612763,MEM,81,2687,530,1072,0.494,3,17,0.176,350,440,0.795,115,515,630,307,70,131,176,208,1413,1743,1.74,0.4
2014-15,Regular%20Season,203952,19,Andrew Wiggins,1610612750,MIN,82,2969,497,1137,0.437,39,126,0.31,354,466,0.76,134,240,374,170,86,50,177,190,1387,1138,0.96,0.49
2014-15,Regular%20Season,202322,19,John Wall,1610612764,WAS,79,2837,519,1166,0.445,65,217,0.3,284,362,0.785,36,330,366,792,138,45,304,180,1387,1699,2.6,0.45
2014-15,Regular%20Season,202339,21,Eric Bledsoe,1610612756,PHX,81,2800,468,1046,0.447,88,272,0.324,353,441,0.8,72,351,423,493,127,45,274,189,1377,1525,1.8,0.46
2014-15,Regular%20Season,1717,22,Dirk Nowitzki,1610612742,DAL,77,2282,487,1062,0.459,104,274,0.38,255,289,0.882,44,413,457,143,39,33,82,160,1333,1314,1.74,0.48
2014-15,Regular%20Season,2548,23,Dwyane Wade,1610612748,MIA,62,1971,509,1084,0.47,29,102,0.284,284,370,0.768,58,161,219,299,73,21,209,105,1331,1073,1.43,0.35
2014-15,Regular%20Season,201936,24,Tyreke Evans,1610612740,NOP,79,2690,521,1165,0.447,69,227,0.304,202,291,0.694,82,334,416,521,100,37,246,198,1313,1408,2.12,0.41
2014-15,Regular%20Season,202710,25,Jimmy Butler,1610612741,CHI,65,2513,421,912,0.462,73,193,0.378,386,463,0.834,114,265,379,212,114,36,93,108,1301,1381,2.28,1.23
2014-15,Regular%20Season,203506,26,Victor Oladipo,1610612753,ORL,72,2573,473,1086,0.436,84,248,0.339,262,320,0.819,51,251,302,295,120,19,204,187,1292,1153,1.45,0.59
2014-15,Regular%20Season,200755,27,JJ Redick,1610612746,LAC,78,2409,447,938,0.477,200,458,0.437,183,203,0.901,22,145,167,137,39,8,95,134,1277,1022,1.44,0.41
2014-15,Regular%20Season,201609,28,Goran Dragic,1610612748,MIA,78,2640,502,1002,0.501,90,259,0.347,181,234,0.774,81,193,274,350,78,15,173,195,1275,1266,2.02,0.45
2014-15,Regular%20Season,202693,29,Markieff Morris,1610612756,PHX,82,2581,512,1100,0.465,57,179,0.318,177,232,0.763,110,396,506,192,101,39,170,245,1258,1283,1.13,0.59
2014-15,Regular%20Season,200768,30,Kyle Lowry,1610612761,TOR,70,2414,430,1043,0.412,132,391,0.338,252,312,0.808,54,274,328,473,109,13,173,212,1244,1321,2.73,0.63
2014-15,Regular%20Season,101150,31,Lou Williams,1610612761,TOR,80,2016,375,928,0.404,152,447,0.34,340,395,0.861,24,127,151,164,88,10,101,103,1242,946,1.62,0.87
2014-15,Regular%20Season,201572,32,Brook Lopez,1610612751,BKN,72,2100,506,987,0.513,1,10,0.1,223,274,0.814,214,321,535,50,43,126,104,206,1236,1354,0.48,0.41
2014-15,Regular%20Season,201567,33,Kevin Love,1610612739,CLE,75,2532,413,952,0.434,144,392,0.367,258,321,0.804,142,589,731,168,51,39,122,140,1228,1493,1.38,0.42
2014-15,Regular%20Season,200794,34,Paul Millsap,1610612737,ATL,73,2390,443,930,0.476,77,216,0.356,255,337,0.757,139,431,570,223,130,69,166,201,1218,1475,1.34,0.78
2014-15,Regular%20Season,201942,35,DeMar DeRozan,1610612761,TOR,60,2100,409,990,0.413,25,88,0.284,361,434,0.832,41,236,277,210,73,11,137,122,1204,984,1.53,0.53
2014-15,Regular%20Season,202324,36,Derrick Favors,1610612762,UTA,74,2280,482,918,0.525,1,6,0.167,222,332,0.669,196,411,607,112,60,123,121,210,1187,1422,0.93,0.5
2014-15,Regular%20Season,201145,37,Jeff Green,1610612763,MEM,78,2455,416,967,0.43,97,292,0.332,239,287,0.833,64,264,328,134,53,34,108,147,1168,1010,1.24,0.49
2014-15,Regular%20Season,202699,38,Tobias Harris,1610612753,ORL,68,2369,442,949,0.466,87,239,0.364,193,245,0.788,73,357,430,124,69,36,115,134,1164,1149,1.08,0.6
2014-15,Regular%20Season,202683,39,Enes Freedom,1610612760,OKC,75,2136,482,928,0.519,16,45,0.356,183,234,0.782,277,394,671,55,36,29,145,189,1163,1312,0.38,0.25
2014-15,Regular%20Season,201952,40,Jeff Teague,1610612737,ATL,73,2228,408,887,0.46,71,207,0.343,275,319,0.862,30,154,184,513,125,31,205,139,1162,1287,2.5,0.61
2014-15,Regular%20Season,201143,41,Al Horford,1610612737,ATL,76,2318,519,965,0.538,11,36,0.306,107,141,0.759,131,413,544,244,68,98,100,121,1156,1530,2.44,0.68
2014-15,Regular%20Season,2207,42,Joe Johnson,1610612751,BKN,80,2791,446,1025,0.435,121,337,0.359,141,176,0.801,53,331,384,292,59,14,137,120,1154,1152,2.13,0.43
2014-15,Regular%20Season,201951,43,Ty Lawson,1610612743,DEN,75,2665,404,926,0.436,70,205,0.341,265,363,0.73,42,192,234,720,92,9,185,128,1143,1393,3.89,0.5
2014-15,Regular%20Season,2216,43,Zach Randolph,1610612763,MEM,71,2304,454,932,0.487,7,20,0.35,228,298,0.765,225,522,747,153,69,14,156,175,1143,1422,0.98,0.44
2014-15,Regular%20Season,203083,45,Andre Drummond,1610612765,DET,82,2502,494,961,0.514,0,2,0.0,142,365,0.389,437,667,1104,55,73,153,120,285,1130,1705,0.46,0.61
2014-15,Regular%20Season,202704,46,Reggie Jackson,1610612765,DET,77,2268,432,996,0.434,72,241,0.299,181,218,0.83,56,271,327,462,62,9,186,167,1117,1190,2.48,0.33
2014-15,Regular%20Season,201144,47,Mike Conley,1610612763,MEM,70,2225,393,882,0.446,107,277,0.386,214,249,0.859,29,180,209,375,89,14,156,139,1107,1114,2.4,0.57
2014-15,Regular%20Season,202738,48,Isaiah Thomas,1610612738,BOS,67,1726,335,796,0.421,129,346,0.373,302,348,0.868,33,120,153,284,57,5,143,150,1101,950,1.99,0.4
2014-15,Regular%20Season,202328,49,Greg Monroe,1610612765,DET,69,2137,423,853,0.496,0,0,0.0,252,336,0.75,229,475,704,142,78,34,149,148,1098,1393,0.95,0.52
2014-15,Regular%20Season,201163,50,Wilson Chandler,1610612743,DEN,78,2471,418,975,0.429,139,406,0.342,110,142,0.775,96,379,475,134,58,29,110,231,1085,1082,1.22,0.53
2014-15,Regular%20Season,2744,51,Al Jefferson,1610612766,CHA,65,1992,486,1010,0.481,2,5,0.4,108,165,0.655,99,449,548,113,47,84,68,139,1082,1225,1.66,0.69
2014-15,Regular%20Season,202689,52,Kemba Walker,1610612766,CHA,62,2119,378,981,0.385,85,280,0.304,234,283,0.827,35,185,220,318,89,31,100,92,1075,981,3.18,0.89
2014-15,Regular%20Season,202340,53,Avery Bradley,1610612738,BOS,77,2428,434,1013,0.428,124,352,0.352,79,100,0.79,46,195,241,135,82,15,109,177,1071,835,1.24,0.75
2014-15,Regular%20Season,201152,53,Thaddeus Young,1610612751,BKN,76,2434,451,968,0.466,38,115,0.33,131,200,0.655,127,284,411,173,124,25,117,171,1071,1101,1.48,1.06
2014-15,Regular%20Season,202688,55,Brandon Knight,1610612756,PHX,63,2035,375,888,0.422,125,321,0.389,195,223,0.874,28,216,244,330,90,10,189,114,1070,1014,1.75,0.48
2014-15,Regular%20Season,1495,55,Tim Duncan,1610612759,SAS,77,2227,419,819,0.512,2,7,0.286,230,311,0.74,170,534,704,230,63,151,131,165,1070,1606,1.76,0.48
2014-15,Regular%20Season,202695,57,Kawhi Leonard,1610612759,SAS,64,2033,394,822,0.479,67,192,0.349,202,252,0.802,85,376,461,161,148,48,97,128,1057,1300,1.66,1.53
2014-15,Regular%20Season,203114,58,Khris Middleton,1610612749,MIL,79,2378,406,869,0.467,109,268,0.407,134,156,0.859,48,299,347,182,122,11,113,183,1055,1119,1.61,1.08
2014-15,Regular%20Season,2772,59,Trevor Ariza,1610612745,HOU,82,2930,366,910,0.402,194,555,0.35,122,143,0.853,77,382,459,209,152,17,141,186,1048,1179,1.48,1.08
2014-15,Regular%20Season,203484,60,Kentavious Caldwell-Pope,1610612765,DET,82,2587,390,972,0.401,153,444,0.345,110,158,0.696,46,209,255,109,93,18,94,161,1043,794,1.16,0.99
2014-15,Regular%20Season,202718,61,Chandler Parsons,1610612742,DAL,66,2186,383,829,0.462,132,347,0.38,139,193,0.72,64,259,323,161,69,19,96,140,1037,1013,1.68,0.72
2014-15,Regular%20Season,201167,62,Arron Afflalo,1610612757,POR,78,2502,375,884,0.424,118,333,0.354,167,198,0.843,27,220,247,129,41,7,116,167,1035,803,1.11,0.35
2014-15,Regular%20Season,203507,63,Giannis Antetokounmpo,1610612749,MIL,81,2541,383,780,0.491,7,44,0.159,257,347,0.741,100,442,542,207,73,85,173,254,1030,1277,1.2,0.42
2014-15,Regular%20Season,2746,64,Josh Smith,1610612745,HOU,83,2301,414,987,0.419,72,228,0.316,127,255,0.498,152,378,530,277,87,116,206,228,1027,1130,1.34,0.42
2014-15,Regular%20Season,2037,65,Jamal Crawford,1610612746,LAC,64,1703,332,839,0.396,119,364,0.327,227,252,0.901,18,106,124,158,59,14,92,108,1010,741,1.72,0.64
2014-15,Regular%20Season,2736,66,Luol Deng,1610612748,MIA,72,2421,369,787,0.469,78,220,0.355,191,251,0.761,103,273,376,139,65,22,108,109,1007,1023,1.29,0.6
2014-15,Regular%20Season,101162,67,Marcin Gortat,1610612764,WAS,82,2453,439,775,0.566,0,3,0.0,123,175,0.703,180,537,717,97,49,110,100,191,1001,1486,0.97,0.49
2014-15,Regular%20Season,203463,68,Ben McLemore,1610612758,SAC,82,2670,363,831,0.437,140,391,0.358,130,160,0.813,31,210,241,140,77,19,138,219,996,837,1.01,0.56
2014-15,Regular%20Season,2225,69,Tony Parker,1610612759,SAS,68,1953,404,832,0.486,38,89,0.427,130,166,0.783,15,114,129,335,44,2,146,108,976,876,2.29,0.3
2014-15,Regular%20Season,203504,70,Trey Burke,1610612762,UTA,76,2288,370,1005,0.368,124,390,0.318,109,145,0.752,31,173,204,328,65,15,124,119,973,790,2.65,0.52
2014-15,Regular%20Season,201945,71,Gerald Henderson,1610612766,CHA,80,2315,370,847,0.437,45,136,0.331,184,217,0.848,36,237,273,206,51,22,110,135,969,901,1.87,0.46
2014-15,Regular%20Season,2546,72,Carmelo Anthony,1610612752,NYK,40,1428,358,806,0.444,61,179,0.341,189,237,0.797,72,192,264,122,40,17,89,87,966,824,1.37,0.45
2014-15,Regular%20Season,203487,72,Michael Carter-Williams,1610612749,MIL,66,2150,364,919,0.396,36,153,0.235,202,291,0.694,64,289,353,442,111,30,253,167,966,1005,1.75,0.44
2014-15,Regular%20Season,2590,74,Mo Williams,1610612766,CHA,68,1980,341,860,0.397,119,348,0.342,163,187,0.872,22,152,174,424,46,14,172,162,964,907,2.46,0.27
2014-15,Regular%20Season,202685,75,Jonas Valanciunas,1610612761,TOR,80,2096,373,652,0.572,0,1,0.0,217,276,0.786,215,478,693,39,33,95,109,222,963,1376,0.36,0.3
2014-15,Regular%20Season,203078,76,Bradley Beal,1610612764,WAS,63,2107,363,851,0.427,106,259,0.409,130,166,0.783,57,184,241,194,76,18,123,136,962,844,1.58,0.62
2014-15,Regular%20Season,101127,77,Jarrett Jack,1610612751,BKN,80,2241,359,817,0.439,39,146,0.267,200,227,0.881,19,226,245,373,75,13,191,143,957,987,1.95,0.39
2014-15,Regular%20Season,202083,78,Wesley Matthews,1610612757,POR,60,2024,337,752,0.448,173,445,0.389,109,145,0.752,38,184,222,139,77,10,81,132,956,872,1.72,0.95
2014-15,Regular%20Season,201166,79,Aaron Brooks,1610612741,CHI,82,1885,344,817,0.421,121,313,0.387,145,174,0.833,32,134,166,261,54,15,157,189,954,791,1.66,0.34
2014-15,Regular%20Season,201980,80,Danny Green,1610612759,SAS,81,2312,322,738,0.436,191,457,0.418,111,127,0.874,54,289,343,158,101,87,93,163,946,1110,1.7,1.09
2014-15,Regular%20Season,201599,80,DeAndre Jordan,1610612746,LAC,82,2820,379,534,0.71,1,4,0.25,187,471,0.397,397,829,1226,61,81,183,109,245,946,1949,0.56,0.74
2014-15,Regular%20Season,202702,80,Kenneth Faried,1610612743,DEN,75,2086,373,736,0.507,1,8,0.125,199,288,0.691,242,426,668,89,62,57,118,211,946,1252,0.75,0.53
2014-15,Regular%20Season,203496,83,Robert Covington,1610612755,PHI,70,1956,299,756,0.396,167,446,0.374,178,217,0.82,65,251,316,105,97,31,128,189,943,868,0.82,0.76
2014-15,Regular%20Season,101139,84,CJ Miles,1610612754,IND,70,1841,329,827,0.398,154,446,0.345,130,161,0.807,18,196,214,75,60,26,73,132,942,715,1.03,0.82
2014-15,Regular%20Season,203079,85,Dion Waiters,1610612760,OKC,80,2208,375,946,0.396,73,246,0.297,117,172,0.68,41,151,192,163,90,21,113,155,940,667,1.44,0.8
2014-15,Regular%20Season,2547,86,Chris Bosh,1610612748,MIA,44,1556,343,745,0.46,63,168,0.375,179,232,0.772,46,264,310,95,41,25,95,69,928,849,1.0,0.43
2014-15,Regular%20Season,203110,87,Draymond Green,1610612744,GSW,79,2490,339,765,0.443,111,329,0.337,132,200,0.66,114,533,647,291,123,99,133,253,921,1454,2.19,0.93
2014-15,Regular%20Season,201147,88,Corey Brewer,1610612745,HOU,80,2087,343,805,0.426,63,235,0.268,168,226,0.743,80,217,297,173,114,19,131,173,917,869,1.32,0.87
2014-15,Regular%20Season,201586,88,Serge Ibaka,1610612760,OKC,64,2116,374,786,0.476,77,205,0.376,92,110,0.836,135,364,499,55,30,155,97,194,917,1129,0.57,0.31
2014-15,Regular%20Season,2594,90,Kyle Korver,1610612737,ATL,75,2418,292,600,0.487,221,449,0.492,106,118,0.898,15,289,304,196,52,42,107,140,911,1078,1.83,0.49
2014-15,Regular%20Season,201565,91,Derrick Rose,1610612741,CHI,51,1530,338,835,0.405,76,271,0.28,152,187,0.813,35,126,161,251,36,16,161,63,904,675,1.56,0.22
